-2.069543,-1.535318,0.134265,-0.482050,-1.602737,0.000000,0.000000
-2.331607,-1.472259,0.060368,-0.448030,-1.602737,0.000000,0.000000
-2.693968,-1.472259,0.023419,-0.431021,-1.602737,0.000000,0.000000
-2.781322,-1.535318,0.023419,-0.414011,-1.818642,0.000000,0.000000
-2.878383,-1.535318,0.023419,-0.397001,-1.818642,0.000000,0.000000
-3.114564,-1.472259,0.023419,-0.379991,-1.818642,0.000000,0.000000
-3.143682,-1.472259,0.023419,-0.379991,-1.602737,0.000000,0.000000
-3.169565,-1.535318,0.023419,-0.362981,-1.602737,0.000000,0.000000
-3.279568,-1.472259,0.023419,-0.345971,-1.602737,0.000000,0.000000
-3.353981,-1.535318,0.023419,-0.345971,-1.818642,0.000000,0.000000
-3.353981,-1.472259,0.023419,-0.328961,-2.106517,0.000000,0.000000
-3.353981,-1.535318,0.023419,-0.311951,-2.106517,0.000000,0.000000
-3.353981,-1.535318,0.023419,-0.294941,-2.106517,0.000000,0.000000
-3.353981,-1.472259,0.023419,-0.277931,-2.106517,0.000000,0.000000
-3.353981,-1.535318,0.023419,-0.260922,-1.602737,0.000000,0.000000
-3.350745,-1.535318,0.023419,-0.260922,-1.818642,0.000000,0.000000
-3.347510,-1.472259,0.023419,-0.243912,-1.818642,0.000000,0.000000
-3.344275,-1.535318,0.023419,-0.226902,-1.818642,0.000000,0.000000
-3.347510,-1.535318,0.023419,-0.209892,-1.818642,0.000000,0.000000
-3.357216,-1.535318,-0.087427,-0.192882,-1.818642,0.000000,0.000000
-3.541632,-1.472259,-0.272170,-0.192882,-1.386831,0.000000,0.000000
-4.114290,-1.472259,-0.383016,-0.192882,-0.523209,0.000000,0.000000
-4.777539,-1.472259,-0.383016,-0.175872,-0.091398,0.000000,0.000000
-5.466670,-1.535318,-0.383016,-0.192882,0.340413,0.000000,0.000000
-5.981093,-1.472259,-0.383016,-0.192882,0.556319,0.000000,0.000000
-6.058741,-1.472259,-0.383016,-0.192882,0.340413,0.000000,0.000000
-6.006975,-1.535318,-0.383016,-0.192882,0.340413,0.000000,0.000000
-6.010211,-1.535318,-0.383016,-0.209892,0.124508,0.000000,0.000000
-6.078153,-1.472259,-0.383016,-0.192882,-0.091398,0.000000,0.000000
-6.155802,-1.472259,-0.383016,-0.209892,0.124508,0.000000,0.000000
-6.204332,-1.535318,-0.383016,-0.192882,-0.091398,0.000000,0.000000
-6.456690,-1.472259,-0.383016,-0.192882,-0.091398,0.000000,0.000000
-7.346414,-1.472259,-0.383016,-0.192882,-0.091398,0.000000,0.000000
-8.821738,-1.472259,-0.383016,-0.192882,-0.091398,0.000000,0.000000
-10.313239,-1.535318,-0.383016,-0.192882,0.340413,0.000000,0.000000
-11.587970,-1.472259,-0.383016,-0.192882,0.556319,0.000000,0.000000
-12.846525,-1.472259,-0.383016,-0.192882,0.556319,0.000000,0.000000
