48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562404,11.440190
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562446,11.440026
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562488,11.439857
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562526,11.439686
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562568,11.439514
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562606,11.439340
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562644,11.439166
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562683,11.438990
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562721,11.438812
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562755,11.438633
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562789,11.438453
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562828,11.438270
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562866,11.438084
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562900,11.437893
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562934,11.437701
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.562972,11.437504
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563007,11.437308
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563045,11.437112
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563083,11.436922
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563121,11.436736
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563159,11.436554
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563201,11.436381
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563247,11.436216
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563301,11.436058
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563362,11.435909
48.563426,11.435766
48.563426,11.435766
48.563426,11.435766
48.563426,11.435766
48.563426,11.435766
48.563426,11.435766
48.563426,11.435766
